Supplier,OnTimeDelivery,DefectRate,CostVariance,ComplianceScore
Supplier_19057,65,12,-1,57
Supplier_19058,88,13,-6,57
Supplier_19059,95,2,15,74
Supplier_1906,98,11,18,56
Supplier_19060,95,0,16,70
Supplier_19061,84,20,5,53
Supplier_19062,76,5,9,72
Supplier_19063,81,6,15,100
Supplier_19064,71,6,3,83
Supplier_19065,83,0,12,65
Supplier_19066,97,11,18,56
Supplier_19067,94,20,15,67
Supplier_19068,82,16,17,88
Supplier_19069,65,18,16,69
Supplier_1907,92,12,15,61
Supplier_19070,81,1,14,91
Supplier_19071,79,14,9,57
Supplier_19072,66,12,14,69
Supplier_19073,100,12,7,83
Supplier_19074,71,12,11,85
Supplier_19075,85,0,15,50
Supplier_19076,95,0,12,75
Supplier_19077,89,1,11,55
Supplier_19078,89,9,17,87
Supplier_19079,85,19,21,76
Supplier_1908,74,12,12,66
Supplier_19080,91,6,9,72
Supplier_19081,62,3,13,71
Supplier_19082,90,16,1,97
Supplier_19083,90,12,13,71
Supplier_19084,64,2,17,62
Supplier_19085,74,10,5,90
Supplier_19086,76,3,9,100
Supplier_19087,64,13,4,60
Supplier_19088,83,3,1,63
Supplier_19089,79,6,2,35
Supplier_1909,59,12,24,92
Supplier_19090,67,0,7,79
Supplier_19091,63,9,13,100
Supplier_19092,61,15,2,41
Supplier_19093,67,4,9,57
Supplier_19094,55,8,16,78
Supplier_19095,69,14,11,78
Supplier_19096,88,3,3,79
Supplier_19097,72,6,2,48
Supplier_19098,82,8,7,54
Supplier_19099,88,2,5,67
Supplier_191,82,9,16,52
Supplier_1910,78,0,24,57
Supplier_19100,97,4,13,74
Supplier_19101,86,9,5,72
Supplier_19102,79,11,14,82
Supplier_19103,83,4,9,100
Supplier_19104,78,2,7,65
Supplier_19105,76,4,16,50
Supplier_19106,97,8,19,43
Supplier_19107,90,11,15,75
Supplier_19108,82,20,13,75
Supplier_19109,72,11,17,62
Supplier_1911,91,14,16,47
Supplier_19110,72,0,16,98
Supplier_19111,84,17,21,55
Supplier_19112,69,11,9,40
Supplier_19113,98,8,3,93
Supplier_19114,74,15,8,77
Supplier_19115,88,1,7,48
Supplier_19116,93,7,22,94
Supplier_19117,84,2,15,38
Supplier_19118,84,8,16,88
Supplier_19119,82,10,14,32
Supplier_1912,74,15,7,49
Supplier_19120,96,9,13,100
Supplier_19121,70,2,23,93
Supplier_19122,90,17,5,78
Supplier_19123,83,14,17,80
Supplier_19124,63,11,16,52
Supplier_19125,74,10,7,95
Supplier_19126,67,2,7,82
Supplier_19127,64,9,-4,72
Supplier_19128,78,6,4,46
Supplier_19129,84,8,-3,30
Supplier_1913,100,11,8,86
Supplier_19130,78,0,0,80
Supplier_19131,63,7,11,97
Supplier_19132,56,13,7,58
Supplier_19133,68,4,5,53
Supplier_19134,56,7,18,80
Supplier_19135,59,12,5,94
Supplier_19136,80,7,7,92
Supplier_19137,65,9,1,45
Supplier_19138,88,12,-3,65
Supplier_19139,86,0,14,70
Supplier_1914,75,10,15,100
Supplier_19140,100,1,14,63
Supplier_19141,87,8,1,70
Supplier_19142,76,8,18,47
Supplier_19143,76,3,6,90
Supplier_19144,85,3,10,63
Supplier_19145,83,0,8,65
Supplier_19146,98,12,24,52
Supplier_19147,98,10,20,80
Supplier_19148,80,13,10,64
Supplier_19149,58,9,23,74
Supplier_1915,83,5,17,67
Supplier_19150,78,3,23,84
Supplier_19151,84,12,14,71
Supplier_19152,61,14,15,42
Supplier_19153,96,15,10,100
Supplier_19154,79,10,12,99
Supplier_19155,89,1,14,53
Supplier_19156,100,4,24,100
Supplier_19157,77,2,12,61
Supplier_19158,82,6,7,81
Supplier_19159,81,11,20,63
Supplier_1916,93,1,22,77
Supplier_19160,91,8,7,84
Supplier_19161,61,9,17,84
Supplier_19162,93,15,6,83
Supplier_19163,89,13,19,81
Supplier_19164,61,6,17,66
Supplier_19165,68,8,5,70
Supplier_19166,78,9,7,84
Supplier_19167,62,10,-2,85
Supplier_19168,77,3,-2,51
Supplier_19169,87,0,-1,51
Supplier_1917,81,5,12,47
Supplier_19170,78,3,-2,70
Supplier_19171,68,10,19,100
Supplier_19172,64,13,6,64
Supplier_19173,60,8,7,36
Supplier_19174,67,11,28,73
Supplier_19175,59,9,13,75
Supplier_19176,85,9,15,100
Supplier_19177,70,12,0,57
Supplier_19178,91,8,-6,79
Supplier_19179,92,7,6,59
Supplier_1918,82,4,18,71
Supplier_19180,100,4,20,63
Supplier_19181,82,14,9,73
Supplier_19182,74,6,11,80
Supplier_19183,87,7,10,86
Supplier_19184,79,1,7,85
Supplier_19185,76,0,12,67
Supplier_19186,100,12,27,58
Supplier_19187,97,16,6,93
Supplier_19188,85,16,20,88
Supplier_19189,62,11,21,71
Supplier_1919,86,12,16,77
Supplier_19190,85,5,20,92
Supplier_19191,87,9,28,62
Supplier_19192,72,13,16,44
Supplier_19193,96,12,2,100
Supplier_19194,75,15,13,91
Supplier_19195,86,3,18,58
Supplier_19196,98,1,17,72
Supplier_19197,88,0,7,53
Supplier_19198,94,6,10,71
Supplier_19199,89,19,13,53
Supplier_192,68,12,11,54
Supplier_1920,94,7,13,77
Supplier_19200,99,9,11,61
Supplier_19201,62,5,18,53
Supplier_19202,94,14,6,95
Supplier_19203,86,16,11,66
Supplier_19204,64,4,14,79
Supplier_19205,78,8,10,77
Supplier_19206,71,4,6,100
Supplier_19207,63,13,2,81
Supplier_19208,79,7,6,64
Supplier_19209,84,4,3,53
Supplier_1921,56,3,10,64
Supplier_19210,81,0,7,90
Supplier_19211,70,8,11,72
Supplier_19212,64,15,11,75
Supplier_19213,59,0,4,47
Supplier_19214,66,12,20,73
Supplier_19215,65,14,12,68
Supplier_19216,85,7,6,94
Supplier_19217,75,11,4,62
Supplier_19218,77,12,6,55
Supplier_19219,89,8,4,76
Supplier_1922,95,14,2,72
Supplier_19220,100,0,17,88
Supplier_19221,85,14,4,83
Supplier_19222,81,6,14,72
Supplier_19223,83,9,14,100
Supplier_19224,77,0,13,66
Supplier_19225,76,0,17,54
Supplier_19226,97,7,15,50
Supplier_19227,97,10,16,94
Supplier_19228,75,14,2,65
Supplier_19229,67,12,23,65
Supplier_1923,84,9,16,81
Supplier_19230,75,0,15,90
Supplier_19231,78,9,19,67
Supplier_19232,63,11,14,43
Supplier_19233,95,16,7,77
Supplier_19234,77,9,13,100
Supplier_19235,91,1,10,59
Supplier_19236,100,1,24,99
Supplier_19237,81,3,14,57
Supplier_19238,87,7,8,81
Supplier_19239,98,15,18,48
Supplier_1924,65,10,13,40
Supplier_19240,97,5,4,85
Supplier_19241,67,6,12,62
Supplier_19242,95,17,5,81
Supplier_19243,82,11,15,78
Supplier_19244,66,5,19,100
Supplier_19245,78,6,9,100
Supplier_19246,71,7,7,92
Supplier_19247,59,9,-8,84
Supplier_19248,84,4,11,63
Supplier_19249,82,3,0,35
Supplier_1925,85,14,-1,90
Supplier_19250,86,2,13,76
Supplier_19251,69,6,7,77
Supplier_19252,58,13,14,73
Supplier_19253,63,9,8,46
Supplier_19254,63,15,16,81
Supplier_19255,73,14,9,76
Supplier_19256,83,8,14,100
Supplier_19257,67,11,13,64
Supplier_19258,84,9,-9,60
Supplier_19259,88,6,20,61
Supplier_1926,68,0,8,100
Supplier_19260,95,0,14,57
Supplier_19261,78,11,4,66
Supplier_19262,79,5,11,62
Supplier_19263,80,3,14,94
Supplier_19264,72,2,6,72
Supplier_19265,77,2,13,40
Supplier_19266,100,2,19,47
Supplier_19267,97,13,22,80
Supplier_19268,74,17,15,73
Supplier_19269,62,16,21,59
Supplier_1927,53,14,0,62
Supplier_19270,77,4,17,75
Supplier_19271,79,7,15,63
Supplier_19272,72,13,19,30
Supplier_19273,100,14,10,74
Supplier_19274,79,15,8,95
Supplier_19275,92,0,13,73
Supplier_19276,87,3,18,78
Supplier_19277,90,5,18,67
Supplier_19278,81,3,10,70
Supplier_19279,84,13,22,34
Supplier_1928,80,4,6,64
Supplier_19280,97,4,5,96
Supplier_19281,70,7,13,67
Supplier_19282,96,16,3,93
Supplier_19283,92,16,19,86
Supplier_19284,63,5,14,87
Supplier_19285,76,11,9,83
Supplier_19286,73,5,11,99
Supplier_19287,62,12,-1,85
Supplier_19288,85,6,-2,70
Supplier_19289,89,0,4,67
Supplier_1929,90,3,-4,76
Supplier_19290,79,1,10,82
Supplier_19291,59,3,14,77
Supplier_19292,64,15,0,62
Supplier_19293,65,2,10,56
Supplier_19294,65,13,18,50
Supplier_19295,60,10,13,99
Supplier_19296,82,7,15,75
Supplier_19297,69,13,9,82
Supplier_19298,85,7,4,63
Supplier_19299,88,7,13,88
Supplier_193,99,15,5,83
Supplier_1930,85,1,14,61
Supplier_19300,94,0,16,33
Supplier_19301,89,14,-4,66
Supplier_19302,84,5,-5,61
Supplier_19303,82,1,17,94
Supplier_19304,73,2,12,81
Supplier_19305,82,5,23,57
Supplier_19306,98,8,14,32
Supplier_19307,99,16,18,79
Supplier_19308,83,12,17,78
Supplier_19309,70,14,24,53
Supplier_1931,64,7,20,100
Supplier_19310,72,0,15,95
Supplier_19311,80,14,18,61
Supplier_19312,62,10,8,47
Supplier_19313,92,11,3,83
Supplier_19314,73,9,8,100
Supplier_19315,92,9,12,61
Supplier_19316,95,3,19,67
Supplier_19317,82,0,16,35
Supplier_19318,89,15,-3,62
Supplier_19319,88,16,22,66
Supplier_1932,65,13,-4,72
Supplier_19320,97,8,1,72
Supplier_19321,69,8,11,81
Supplier_19322,92,18,3,90
Supplier_19323,96,12,17,71
Supplier_19324,62,4,10,68
Supplier_19325,85,9,5,100
Supplier_19326,68,6,4,87
Supplier_19327,65,11,-1,80
Supplier_19328,78,3,9,68
Supplier_19329,90,1,-1,87
Supplier_1933,63,3,2,52
Supplier_19330,75,4,5,71
Supplier_19331,70,6,13,99
Supplier_19332,60,10,5,45
Supplier_19333,69,5,11,47
Supplier_19334,61,8,22,59
Supplier_19335,70,10,10,67
Supplier_19336,83,5,11,95
Supplier_19337,62,12,8,44
Supplier_19338,90,18,-3,43
Supplier_19339,84,9,11,79
Supplier_1934,64,10,24,72
Supplier_19340,97,0,14,81
Supplier_19341,82,13,-6,79
Supplier_19342,75,8,9,68
Supplier_19343,81,7,9,99
Supplier_19344,79,0,2,58
Supplier_19345,83,4,15,70
Supplier_19346,97,6,17,46
Supplier_19347,100,12,21,100
Supplier_19348,75,14,11,81
Supplier_19349,63,10,14,62
Supplier_1935,74,10,5,70
Supplier_19350,79,5,19,82
Supplier_19351,83,12,22,55
Supplier_19352,64,13,16,57
Supplier_19353,93,12,10,91
Supplier_19354,65,18,6,100
Supplier_19355,93,0,11,47
Supplier_19356,96,4,19,77
Supplier_19357,88,6,20,45
Supplier_19358,82,9,15,54
Supplier_19359,84,15,17,70
Supplier_1936,81,6,15,76
Supplier_19360,96,6,8,77
Supplier_19361,67,7,20,77
Supplier_19362,91,15,-4,94
Supplier_19363,91,19,15,87
Supplier_19364,60,5,21,64
Supplier_19365,76,10,10,94
Supplier_19366,72,3,7,99
Supplier_19367,68,15,12,76
Supplier_19368,82,6,1,78
Supplier_19369,93,8,7,38
Supplier_1937,68,10,0,50
Supplier_19370,72,0,6,90
Supplier_19371,70,4,10,73
Supplier_19372,64,16,1,75
Supplier_19373,67,9,8,42
Supplier_19374,61,9,18,74
Supplier_19375,70,9,10,85
Supplier_19376,87,3,7,100
Supplier_19377,63,9,2,53
Supplier_19378,86,10,1,50
Supplier_19379,85,5,6,83
Supplier_1938,88,10,2,76
Supplier_19380,100,0,19,71
Supplier_19381,87,20,-3,73
Supplier_19382,80,13,7,96
Supplier_19383,81,7,11,100
Supplier_19384,78,2,5,82
Supplier_19385,83,0,14,45
Supplier_19386,84,12,26,50
Supplier_19387,100,15,6,79
Supplier_19388,79,11,11,77
Supplier_19389,59,10,20,70
Supplier_1939,90,1,8,69
Supplier_19390,81,1,14,96
Supplier_19391,93,14,15,47
Supplier_19392,67,5,12,45
Supplier_19393,100,15,10,79
Supplier_19394,80,11,7,100
Supplier_19395,87,3,19,80
Supplier_19396,88,1,28,90
Supplier_19397,87,4,19,34
Supplier_19398,83,8,11,80
Supplier_19399,82,7,15,53
Supplier_194,68,10,10,96
Supplier_1940,97,3,15,65
Supplier_19400,96,7,16,75
Supplier_19401,67,7,21,71
Supplier_19402,91,13,8,79
Supplier_19403,85,9,17,79
Supplier_19404,63,10,15,77
Supplier_19405,77,11,10,100
Supplier_19406,64,7,7,93
Supplier_19407,62,6,4,78
Supplier_19408,76,8,-1,78
Supplier_19409,89,0,5,70
Supplier_1941,84,15,-2,86
Supplier_19410,71,5,13,68
Supplier_19411,73,6,10,100
Supplier_19412,61,14,8,53
Supplier_19413,63,8,13,46
Supplier_19414,65,7,21,60
Supplier_19415,60,14,0,64
Supplier_19416,88,7,14,95
Supplier_19417,64,5,8,56
Supplier_19418,84,9,0,54
Supplier_19419,88,0,13,73
Supplier_1942,78,10,8,61
Supplier_19420,92,0,16,58
Supplier_19421,78,13,1,83
Supplier_19422,81,6,9,61
Supplier_19423,81,4,9,97
Supplier_19424,75,0,15,81
Supplier_19425,80,0,17,59
Supplier_19426,96,9,24,63
Supplier_19427,100,16,6,79
Supplier_19428,79,16,9,76
Supplier_19429,56,7,21,67
Supplier_1943,82,7,8,100
Supplier_19430,70,3,15,81
Supplier_19431,92,14,10,77
Supplier_19432,65,19,3,58
Supplier_19433,100,12,6,96
Supplier_19434,72,13,11,90
Supplier_19435,90,8,13,66
Supplier_19436,93,4,10,85
Supplier_19437,94,10,18,39
Supplier_19438,85,7,16,73
Supplier_19439,85,13,12,82
Supplier_1944,73,1,6,75
Supplier_19440,89,2,4,100
Supplier_19441,72,5,20,57
Supplier_19442,91,15,8,100
Supplier_19443,91,15,21,85
Supplier_19444,67,9,21,62
Supplier_19445,75,12,2,93
Supplier_19446,75,7,4,80
Supplier_19447,61,10,3,55
Supplier_19448,77,7,6,76
Supplier_19449,91,0,-1,60
Supplier_1945,81,4,6,46
Supplier_19450,76,0,6,69
Supplier_19451,71,9,12,100
Supplier_19452,65,15,1,65
Supplier_19453,68,6,6,58
Supplier_19454,58,10,20,69
Supplier_19455,61,11,11,81
Supplier_19456,86,3,8,77
Supplier_19457,64,9,2,79
Supplier_19459,91,4,16,61
Supplier_1946,95,7,12,67
Supplier_19460,100,0,19,62
Supplier_19461,82,13,7,86
Supplier_19462,81,12,17,52
Supplier_19463,83,8,14,100
Supplier_19464,76,3,5,91
Supplier_19465,75,4,8,42
Supplier_19466,100,11,21,76
Supplier_19467,100,16,15,84
Supplier_19468,83,20,19,100
Supplier_19469,69,13,21,73
Supplier_1947,100,13,8,69
Supplier_19470,79,2,19,87
Supplier_19471,80,15,15,30
Supplier_19472,64,12,14,80
Supplier_19473,91,17,4,75
Supplier_19474,75,10,6,100
Supplier_19475,89,0,12,79
Supplier_19476,95,0,14,78
Supplier_19477,89,6,17,55
Supplier_19478,82,16,10,96
Supplier_19479,86,14,13,53
Supplier_1948,79,13,14,71
Supplier_19480,96,6,10,81
Supplier_19481,57,6,14,93
Supplier_19482,91,13,8,73
Supplier_19483,78,20,13,85
Supplier_19484,62,5,21,74
Supplier_19485,80,8,10,93
Supplier_19486,74,6,9,100
Supplier_19487,61,13,9,69
Supplier_19488,81,5,-6,63
Supplier_19489,82,8,7,37
Supplier_1949,69,15,24,79
Supplier_19490,77,1,11,64
Supplier_19491,81,7,8,78
Supplier_19492,70,20,10,93
Supplier_19493,65,7,11,59
Supplier_19494,65,9,16,55
Supplier_19495,59,9,1,80
Supplier_19496,84,2,17,97
Supplier_19497,68,2,3,77
Supplier_19498,84,14,-4,52
Supplier_19499,90,4,14,74
Supplier_195,91,11,14,85
Supplier_1950,77,1,14,96
Supplier_19500,100,3,6,81
Supplier_19501,84,15,-8,78
Supplier_19502,80,0,16,69
Supplier_19503,74,5,10,100
Supplier_19504,77,1,6,74
Supplier_19505,74,6,14,46
Supplier_19506,94,12,15,47
Supplier_19507,100,14,16,78
Supplier_19508,83,15,20,60
Supplier_19509,62,10,12,44
Supplier_1951,77,11,16,35
Supplier_19510,75,0,17,66
Supplier_19511,81,9,15,42
Supplier_19512,60,11,8,60
Supplier_19513,95,14,10,72
Supplier_19514,67,10,15,73
Supplier_19515,93,5,23,63
Supplier_19516,97,1,25,78
Supplier_19517,86,3,15,78
Supplier_19518,80,14,2,70
Supplier_19519,82,18,17,50
Supplier_1952,70,10,17,80
Supplier_19520,96,4,4,100
Supplier_19521,64,3,16,83
Supplier_19522,91,19,13,77
Supplier_19523,87,9,12,100
Supplier_19524,71,6,22,73
Supplier_19525,79,12,12,100
Supplier_19526,80,5,11,100
Supplier_19527,68,10,10,83
Supplier_19528,88,6,5,82
Supplier_19529,82,4,-1,58
Supplier_1953,94,15,5,100
Supplier_19530,79,0,4,79
Supplier_19531,67,13,7,100
Supplier_19532,56,13,4,67
Supplier_19533,71,7,7,65
Supplier_19534,63,10,19,77
Supplier_19535,59,12,9,94
Supplier_19536,85,3,12,85
Supplier_19537,64,7,4,48
Supplier_19538,83,12,-3,59
Supplier_19539,85,1,14,72
Supplier_1954,70,11,12,100
Supplier_19540,100,0,18,68
Supplier_19541,80,19,2,90
Supplier_19542,87,11,10,55
Supplier_19543,84,4,-3,100
Supplier_19544,76,2,-1,57
Supplier_19545,82,0,30,56
Supplier_19546,96,13,21,60
Supplier_19547,100,14,18,80
Supplier_19548,81,18,10,72
Supplier_19549,57,13,21,61
Supplier_1955,88,8,16,78
Supplier_19550,78,0,19,68
Supplier_19551,87,10,15,57
Supplier_19552,64,11,19,48
Supplier_19553,99,15,8,66
Supplier_19554,71,9,14,100
Supplier_19555,84,4,12,59
Supplier_19556,89,2,16,76
Supplier_19557,78,0,15,51
Supplier_19558,87,5,6,68
Supplier_19559,77,9,19,63
Supplier_1956,100,2,15,97
Supplier_19560,93,6,12,87
Supplier_19561,61,5,20,61
Supplier_19562,91,17,1,74
Supplier_19563,81,12,15,75
Supplier_19564,66,3,21,63
Supplier_19565,72,10,14,84
Supplier_19566,77,7,13,100
Supplier_19567,61,16,5,68
Supplier_19568,81,5,0,69
Supplier_19569,86,1,-1,55
Supplier_1957,75,3,5,42
Supplier_19570,78,2,9,86
Supplier_19571,69,8,17,100
Supplier_19572,61,13,8,52
Supplier_19573,66,2,9,53
Supplier_19574,66,12,20,96
Supplier_19575,60,11,13,80
Supplier_19576,89,4,13,82
Supplier_19577,72,13,-1,66
Supplier_19578,89,12,6,70
Supplier_19579,90,1,19,79
Supplier_1958,97,5,5,65
Supplier_19580,98,5,11,69
Supplier_19581,79,17,-1,49
Supplier_19582,77,5,11,94
Supplier_19583,82,0,16,95
Supplier_19584,78,2,11,61
Supplier_19585,90,3,15,53
Supplier_19586,100,6,17,72
Supplier_19587,93,19,16,78
Supplier_19588,76,15,4,75
Supplier_19589,73,12,24,69
Supplier_1959,91,14,13,40
Supplier_19590,76,2,23,90
Supplier_19591,84,14,25,55
Supplier_19592,61,13,-1,63
Supplier_19593,100,14,12,73
Supplier_19594,75,7,12,90
Supplier_19595,87,4,13,72
Supplier_19596,91,6,15,86
Supplier_19597,85,0,8,60
Supplier_19598,84,8,15,79
Supplier_19599,90,5,27,59
Supplier_196,97,4,19,82
Supplier_1960,97,8,8,60
Supplier_19600,98,11,12,87
Supplier_19601,63,5,24,61
Supplier_19602,90,15,5,78
Supplier_19603,87,15,22,87
Supplier_19604,62,8,18,62
Supplier_19605,76,13,10,88
Supplier_19606,72,3,4,90
Supplier_19607,59,15,4,95
Supplier_19608,84,8,5,80
Supplier_19609,85,5,-5,40
Supplier_1961,64,2,22,58
Supplier_19610,74,5,14,81
Supplier_19611,68,8,15,85
Supplier_19612,64,12,10,55
Supplier_19613,65,7,10,50
Supplier_19614,66,14,28,97
Supplier_19615,67,11,12,57
Supplier_19616,92,4,13,94
Supplier_19617,68,7,6,59
Supplier_19618,82,10,4,56
Supplier_19619,85,5,9,70
Supplier_1962,93,16,-4,75
Supplier_19620,93,0,26,71
Supplier_19621,90,8,1,62
Supplier_19622,88,6,13,80
Supplier_19623,84,7,9,97
Supplier_19624,77,6,1,79
Supplier_19625,80,4,20,59
Supplier_19626,97,16,18,53
Supplier_19627,92,13,12,79
Supplier_19628,79,16,10,71
Supplier_19629,60,12,27,58
Supplier_1963,90,11,9,100
Supplier_19630,78,8,19,81
Supplier_19631,84,13,16,59
Supplier_19632,73,5,12,37
Supplier_19633,100,12,9,100
Supplier_19634,74,7,26,98
Supplier_19635,89,8,5,85
Supplier_19636,100,0,16,77
Supplier_19637,84,2,17,55
Supplier_19638,85,8,4,76
Supplier_19639,87,13,22,57
Supplier_1964,67,1,15,57
Supplier_19640,94,4,18,84
Supplier_19641,64,4,18,86
Supplier_19642,84,15,13,95
Supplier_19643,82,13,14,100
Supplier_19644,65,8,22,76
Supplier_19645,83,7,7,99
Supplier_19646,73,2,9,100
Supplier_19647,60,13,11,66
Supplier_19648,75,2,1,53
Supplier_19649,89,0,0,65
Supplier_1965,79,13,7,92
Supplier_19650,75,2,20,74
Supplier_19651,72,7,16,98
Supplier_19652,65,15,-1,79
Supplier_19653,67,0,9,40
Supplier_19654,64,6,10,71
Supplier_19655,65,13,3,66
Supplier_19656,87,7,13,100
Supplier_19657,64,12,-2,52
Supplier_19658,82,12,0,59
Supplier_19659,76,4,8,75
Supplier_1966,72,9,14,100
Supplier_19660,96,0,18,44
Supplier_19661,89,9,10,72
Supplier_19662,83,12,9,55
Supplier_19663,82,3,19,100
Supplier_19664,71,4,-3,90
Supplier_19665,83,0,14,56
Supplier_19666,96,8,12,47
Supplier_19667,100,12,12,87
Supplier_19668,75,15,14,81
Supplier_19669,61,13,23,74
Supplier_1967,62,5,3,58
Supplier_19670,74,0,15,85
Supplier_19671,78,12,21,61
Supplier_19672,61,17,5,58
Supplier_19673,98,15,10,94
Supplier_19674,70,13,11,100
Supplier_19675,75,4,12,76
Supplier_19676,99,1,19,97
Supplier_19677,77,2,16,55
Supplier_19678,86,5,1,58
Supplier_19679,87,13,15,55
Supplier_1968,80,7,5,73
Supplier_19680,100,2,6,99
Supplier_19681,68,2,20,85
Supplier_19682,90,18,9,70
Supplier_19683,85,7,13,93
Supplier_19684,70,9,16,94
Supplier_19685,71,18,0,92
Supplier_19686,73,7,16,84
Supplier_19687,62,8,5,59
Supplier_19688,80,7,19,69
Supplier_19689,87,0,7,54
Supplier_1969,85,7,4,69
Supplier_19690,78,0,2,71
Supplier_19691,71,4,16,99
Supplier_19692,64,9,3,86
Supplier_19693,67,8,11,64
Supplier_19694,64,10,21,65
Supplier_19695,60,14,6,77
Supplier_19696,87,6,8,63
Supplier_19697,64,6,8,53
Supplier_19698,83,9,0,63
Supplier_19699,85,1,20,65
Supplier_197,80,2,16,57
Supplier_1970,82,0,5,58
Supplier_19700,97,0,13,37
Supplier_19701,83,14,-1,80
Supplier_19702,84,6,8,90
Supplier_19703,79,7,9,98
Supplier_19704,75,1,6,78
Supplier_19705,79,0,15,41
Supplier_19706,94,9,24,48
Supplier_19707,98,19,15,59
Supplier_19708,83,13,10,64
Supplier_19709,65,8,22,85
Supplier_1971,71,8,13,79
Supplier_19710,78,0,28,100
Supplier_19711,81,13,20,61
Supplier_19712,73,14,13,56
Supplier_19713,95,15,7,90
Supplier_19714,66,15,13,100
Supplier_19715,93,8,14,47
Supplier_19716,95,5,19,96
Supplier_19717,83,0,5,30
Supplier_19718,82,16,10,81
Supplier_19719,94,12,16,47
Supplier_1972,51,10,6,57
Supplier_19720,97,10,17,98
Supplier_19721,66,3,21,75
Supplier_19722,93,17,8,81
Supplier_19723,89,16,17,93
Supplier_19724,70,6,15,90
Supplier_19725,76,6,2,87
Supplier_19726,66,12,5,89
Supplier_19727,66,16,-2,71
Supplier_19728,83,9,14,57
Supplier_19729,86,0,-3,46
Supplier_1973,68,12,12,67
Supplier_19730,79,4,15,73
Supplier_19731,68,8,10,100
Supplier_19732,63,12,2,39
Supplier_19733,64,4,14,45
Supplier_19734,62,15,21,88
Supplier_19735,68,13,6,98
Supplier_19736,81,5,9,77
Supplier_19737,76,11,4,65
Supplier_19738,90,11,1,67
Supplier_19739,79,7,11,58
Supplier_1974,65,11,10,84
Supplier_19740,96,0,10,83
Supplier_19741,82,13,6,93
Supplier_19742,82,3,0,76
Supplier_19743,77,7,13,100
Supplier_19744,74,0,7,78
Supplier_19745,79,0,14,70
Supplier_19746,93,10,17,46
Supplier_19747,94,13,22,74
Supplier_19748,83,16,18,62
Supplier_19749,57,9,22,57
Supplier_1975,63,7,9,55
Supplier_19750,79,0,14,99
Supplier_19751,87,11,21,50
Supplier_19752,64,8,10,49
Supplier_19753,98,12,12,98
Supplier_19754,78,11,12,74
Supplier_19755,87,3,19,57
Supplier_19756,93,0,21,95
Supplier_19757,82,2,20,44
Supplier_19758,89,7,8,68
Supplier_19759,92,15,14,53
Supplier_1976,85,8,12,75
Supplier_19760,90,9,9,66
Supplier_19761,68,7,18,89
Supplier_19762,95,15,3,84
Supplier_19763,94,13,21,77
Supplier_19764,66,7,16,58
Supplier_19765,77,16,3,72
Supplier_19766,77,4,7,90
Supplier_19767,66,15,0,75
Supplier_19768,90,4,3,84
Supplier_19769,90,5,3,68
Supplier_1977,71,9,1,75
Supplier_19770,78,2,16,90
Supplier_19771,64,10,5,85
Supplier_19772,61,5,7,65
Supplier_19773,59,8,12,59
Supplier_19774,63,11,17,67
Supplier_19775,67,14,16,82
Supplier_19776,87,6,14,72
Supplier_19777,71,13,1,89
Supplier_19778,87,7,-3,58
Supplier_19779,84,0,16,61
Supplier_1978,90,10,5,83
Supplier_19780,97,0,10,89
Supplier_19781,85,13,2,82
Supplier_19782,81,5,14,86
Supplier_19783,82,7,11,100
Supplier_19784,71,4,3,94
Supplier_19785,77,4,19,47
Supplier_19786,100,7,22,57
Supplier_19787,100,14,20,54
Supplier_19788,73,17,9,70
Supplier_19789,55,16,24,71
Supplier_1979,83,1,3,72
Supplier_19790,77,4,27,76
Supplier_19791,88,14,17,59
Supplier_19792,63,13,7,61
Supplier_19793,100,17,6,100
Supplier_19794,73,13,12,84
Supplier_19795,89,0,8,72
Supplier_19796,98,3,12,83
Supplier_19797,82,0,4,67
Supplier_19798,83,6,3,89
Supplier_19799,90,14,14,75
Supplier_198,85,4,12,64
Supplier_1980,99,3,19,88
Supplier_19800,96,7,1,81
Supplier_19801,72,4,16,80
Supplier_19802,95,11,4,82
Supplier_19803,91,14,25,78
Supplier_19804,64,4,24,84
Supplier_19805,80,13,12,100
Supplier_19806,71,6,6,82
Supplier_19807,64,13,5,50
Supplier_19808,77,2,0,56
Supplier_19809,90,7,0,70
Supplier_1981,79,15,-2,66
Supplier_19810,78,2,8,78
Supplier_19811,77,17,19,76
Supplier_19812,73,11,-1,54
Supplier_19813,68,11,11,72
Supplier_19814,64,9,24,68
Supplier_19815,59,15,4,80
Supplier_19816,91,6,7,76
Supplier_19817,68,6,6,63
Supplier_19818,88,9,9,69
Supplier_19819,93,7,12,88
Supplier_1982,74,9,7,51
Supplier_19820,94,0,12,72
Supplier_19821,79,17,0,70
Supplier_19822,79,9,14,79
Supplier_19823,84,9,9,100
Supplier_19824,76,2,9,66
Supplier_19825,75,0,18,55
Supplier_19826,99,9,21,61
Supplier_19827,93,15,20,59
Supplier_19828,76,15,14,80
